Job Title,Job ID,Location,Description,Apply Link
"Group Product Manager, AI Garage",86547890767307462,"Bengaluru, India","Define the long-term direction for AI-powered HR products, translate high-level business goals into actionable roadmaps and measurable outcomes.Leverage Generative AI to solve complex enterprise workflows while ensuring all solutions are transparent, unbiased, and compliant with global data standards.Conduct continuous customer research and rapid prototyping to validate value, usability, feasibility, and viability before full-scale development.Maintain a competitive edge by synthesizing industry trends and tracking KPIs to ensure features deliver genuine ROI and solve core business problems.Partner with executive leadership (VP) to align product strategy with organizational needs and advocate the goal across the executive portfolio.",https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckSqjr8zSbO7sthottO_C18OtI5E0H74HpoRHOJh1GC7nEjsAvkGZm9nu73Boz4tAVplPBUXkPo1uIUl_mfVK8u6XtNDw_Y0qjlj1SPJHPRhXiCR66QBORmIa90p1Uw%3D%3D_V2&loc=IN&title=Group+Product+Manager
"Product Manager, YouTube Create",91487027995779782,"Bengaluru, India","Define and execute the roadmap that promotes YouTube create from its current foundation.
Identify and build AI features that solve problems, making onboarding seamless and powerful to trigger immediate viral loops.
Resolve issues and navigate the complexity of a global platform while maintaining the urgency of a founder.",https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckZNvrebONF2Dbcjro2fjPPvBHlOlYy29JREtlg4SVmkAEjsAvkGZm-KjLLfDlmuuyaPjv8qC6QguU4Uf9F5EmKuTG5Rxq4OC-7TUuqsYuLx0swFOYd_8XvE1_J7OXA%3D%3D_V2&loc=IN&title=Product+Manager
"Product Manager, YouTube Creator Support",88320970304955078,"Bengaluru, India","Redefine how YouTube provides support to its global community of creators. Lead a portfolio of high-impact initiatives that will shape the future of creator support powered by AI.
Be responsible for driving the Agentic strategy for YouTube support.
Develop tools for building AI agents on top of the latest and most modern Gemini agentic infrastructure to allow support teams with and without engineering knowledge to develop AI agents.
Develop tools to assist human agents in customer support centers.
Develop solutions and agents for the most critical support user journeys. Ensure security for both human and AI agent driven support.",https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckaiTfl37Pus_e5bxrYvTDHLadMZoEErOkMs00wqhijg3EjsAvkGZm2fGl5lX1wKlGJRIXA_v4OOpTDpLZRSxEKg0CIpwNZnaxseTZLBDxC4JaxfFA85JT3rKKoDaDA%3D%3D_V2&loc=IN&title=Product+Manager
"Senior Product Manager, Data Foundry",114183952322699974,"Bengaluru, India","Gain an understanding of the evolving data requirements for Large Language Models (LLMs), Retrieval-Augmented Generation (RAG) applications, and information retrieval to inform the roadmap.
Define the feature set for web data indexing, and data quality relative to overall Google product strategy.
Build and manage an actionable roadmap that allows engineers across Google to easily access and utilize web data, spurring innovation in products like Gemini and Search.
Plan and prioritize project work, taking technical products from conception to launch while selecting the appropriate methods to achieve scale.
Collaborate across the organization, legal, privacy, and engineering to deliver horizontal customer journeys that are safe, compliant, and scalable.",https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckTJnPR2HP4Y93d_T-CZ5L747z1wQPf3m77dWx5oQgIx-EjoAvkGZm1Ob6ae9aGU4DInGwLy6hn3teNcVXD2jlYPEuLeqf-bxwVxaUJm0FjSjezjG89FoPte0fPWY_V2&loc=IN&title=Senior+Product+Manager
"Product Manager, YouTube Channel Memberships",92121401107849926,"Bengaluru, India","Investigate into the creator's journey to analyze and solve drop-offs in the onboarding funnel. Drive the number of creators who join and activate their memberships.
Craft a data-informed product roadmap for creator on-boarding, first-time user experiences, and activation nudges. Create a guided, low-friction setup process that helps creators understand the value of memberships and form healthy engagement habits.
Partner with YouTube studio, analytics, and marketing teams to build a seamless growth loop for new creators. Identify key levers from in-product recommendations to creator incentives.
Lead the charge in accelerating the team's ability to experiment and deliver value, working with data scientists, product managers, designers, researchers, engineers, and partners.",https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckcRzrD_UXCsQBoZx3T_H8AXUMVw1-oUtNtBouQf1fv87EjsAvkGZm4eklq4UByyBQdfuG2bMhMkvCSlgeCddxwQ3BXGBOmpCaKim173gN5uRp7dnOrGKnVpewirWCQ%3D%3D_V2&loc=IN&title=Product+Manager
"Product Manager, YouTube Studio Platform Experience",119365895863575238,"Bengaluru, India","Responsible for managing the core of YouTube Studio.
Define Design System and Information Architecture for the app across web and mobile.
Implement the platform allowing teams across YouTube to deploy their features. 
Be responsible for ensuring the app as a whole remains cohesive.",https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckZfymEsQf-QyOcgQXIFLj1xdpCCCuWRYgV8OBayd2ebcEjsAvkGZmyNj9tg1AfEBhFtfAoZpgsoexPPZFLyht5RuRkUfP3x5iulcxH9CDcP-g5n-DPiGHXulGvhBnQ%3D%3D_V2&loc=IN&title=Product+Manager
"Product Manager, Cloud Database",92293969672577734,"Bengaluru, India","Drive database and Artificial Intelligence (AI) product strategy and road map for the AlloyDB for PostgreSQL portfolio.
Engage with customers and partners to understand their needs and build platform features to enable use cases.
Partner with engineering, research, and key stakeholder teams to align road map and Objectives and Key Results (OKRs) across Google Cloud.
Work with quantitative research to implement a data-driven framework to define key business metrics that help the team understand and improve the developer experience.
Communicate product strategy to executive leaders, engineering, and cross-functional teams, and influence to gain consensus and required resources to deliver.",https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckZTWSO-pa-7iwvUOFs8bgoNsZsphbeA4c0VGfGL9Qxn3EjsAvkGZm1xHQqH50XCYJ-9LKVwsgAerC11SRwbqlFHKReomUgOLveCcLdUYgKBmqpSoM5QVStBsfnCuUw%3D%3D_V2&loc=IN&title=Product+Manager
"Group Product Manager, YouTube Live Living Room",132684645283046086,"Bengaluru, India","Lead the development and innvoationof YouTube (YT) Live Third Party (3P) creation ecosystem and Living Room live experience.
Define and own a strategy, product goals, roadmap, and definitions of success. Partner closely with various teams around YT and Google to achieve your goals.
Drive cross-functional collaboration across teams to ensure successful product launches and adoption, incl product positioning and go-to-market strategies.
Assess performance of your products via experimentation, user research and other analytical modeling. Iterate to drive further hypotheses and product ideation based on insights.
Grow and develop a high-performing product team by attracting, growing, and retaining the exceptional talent.",https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckewO0HGLe-yOb8yOu7Luz05QmlBDyywtu7xInzwqtacWEjsAvkGZm20xy2PXv7-en06H_fNHWupMRGJy4A__9MVKQyaDzqpn_xJYJmaja5upwYTQBD8RQTDp2HJdfg%3D%3D_V2&loc=IN&title=Group+Product+Manager
"Senior Product Manager, Cloud Database",120955111072506566,"Bengaluru, India","Drive database and Artificial Intelligence (AI) product strategy and roadmap for the AlloyDB for PostgreSQL portfolio, including wider Google databases level alignment.
Engage with customers and partners to understand their needs and build platform features to enable use cases.
Partner with engineering, research and key stakeholder teams to align roadmap and Objectives and Key Results (OKRs) across Google Cloud.
Work with quantitative research to implement a data-driven framework to define key business metrics that help the team understand and improve the developer experience.
Communicate product strategy to executive leaders, engineering and cross-functional teams, and influence to gain consensus and required resources to deliver.",https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckYQiax0722pEGzWuWPEuZnm5UvAJ1i0O275-b_K9R5XvEjsAvkGZm0Ywcg5ilwIwLDzOoFNP1lfqjcOrUEiKk84iekWPPPEUT0mvJ0EbsQN36NmHDyBo-i3jz97miQ%3D%3D_V2&loc=IN&title=Senior+Product+Manager
"Group Product Manager, YouTube PrimeTime Studio",113224582256566982,"Bengaluru, India","Plan and assess partner and market research, analyze data, and stay abreast of industry trends to identify opportunities and unmet content, distribution, and business generation needs for MediaCos and emerging sports leagues. 
Develop and deliver a road-map that enables MediaCos to easily onboard their content to YouTube with a range of business generation options, prioritize what is most impactful for these partners and our OTT business, and ensures a seamless and high-quality end-user experience.
Translate partner needs and business goals into detailed product specifications and use cases. Own the end-to-end product from partner onboarding to content management and quality. 
Lead cross-functional teams, including design, engineering, and partnerships, to build and deliver features on the product road-map.
Oversee the launch of new features and products, and continuously iterate based on partner feedback, data analysis, and KPIs.",https://www.google.com/about/careers/applications/signin?jobId=CiUAL2Fckf16d39KDWTEtronNTZA_ba4EA7NJ9oZtdYGT1s02xtMEjsAvkGZm1nLfv6Ld6iK4C5rcOY3HCWfLReC-eBPI34ToFuJCaz522p_lWeo-u_K0SYzl_7iNAvj6TFPxQ%3D%3D_V2&loc=IN&title=Group+Product+Manager
